t,alpha_bar,alpha_bar_lambda_max,r_ode_lincomb,r_cellunet
163,0.7535448978013707,35.69698082581129,1.0,0.0
164,0.7510078124522667,35.57679384382168,1.0,0.0
165,0.7484643091162796,35.456302828515184,1.0,0.0
166,0.7459145107346825,35.335513603874254,1.0,0.0
167,0.7433585402110119,35.214431992093694,1.0,0.0
168,0.7407965204014018,35.09306381312275,1.0,0.0
169,0.7382285741049552,34.97141488420898,1.0,0.0
170,0.7356548240541543,34.84949101944401,1.0,0.0
171,0.7330753929053085,34.727298029310965,1.0,0.0
172,0.7304904032290448,34.604841720234035,1.0,0.0
173,0.7278999775008373,34.48212789412983,1.0,0.0
174,0.7253042380915814,34.359162347960826,1.0,0.0
175,0.7227033072582087,34.235950873290825,1.0,0.0
176,0.7200973071343486,34.112499255842515,1.0,0.0
177,0.7174863597210333,33.98881327505722,1.0,0.0
178,0.7148705868774498,33.864898703656735,1.0,0.0
179,0.7122501103117389,33.7407613072075,1.0,0.0
180,0.7096250515718422,33.61640684368697,1.0,0.0
181,0.7069955320363981,33.49184106305238,1.0,0.0
182,0.7043616729056875,33.36706970681177,1.0,0.0
183,0.7017235951926306,33.242098507597554,1.0,0.0
184,0.6990814197138348,33.11693318874237,1.0,0.0
185,0.6964352670806957,32.991579463857576,1.0,0.0
186,0.6937852576905517,32.86604303641417,1.0,0.0
187,0.6911315117178919,32.74032959932634,1.0,0.0
188,0.68847414910562,32.61444483453757,1.0,0.0
189,0.685813289556374,32.488394412609495,1.0,0.0
190,0.6831490525239021,32.3621839923133,1.0,0.0
191,0.6804815572044974,32.235819220223995,1.0,0.0
192,0.6778109225284897,32.10930573031735,1.0,0.0
193,0.6751372671517973,31.98264914356972,1.0,0.0
